證券代碼,年月日,本益比-TSE
1227 佳格,2016/04/11,22.62
1229 聯華,2016/04/11,12.7
1231 聯華食,2016/04/11,12.3
1232 大統益,2016/04/11,14.02
1233 天仁,2016/04/11,16.62
1234 黑松,2016/04/11,23.08
1235 興泰,2016/04/11,28.5
1236 宏亞,2016/04/11,21.81
1256 鮮活果汁-KY,2016/04/11,15.46
1702 南僑,2016/04/11,13.81
1737 臺鹽,2016/04/11,20.3
910322 康師傅-DR,2016/04/11,0
911616 杜康-DR,2016/04/11,0
1201 味全,2016/04/08,0
1203 味王,2016/04/08,19.38
1210 大成,2016/04/08,24.37
1213 大飲,2016/04/08,62.34
1215 卜蜂,2016/04/08,10.08
1216 統一,2016/04/08,22.42
1217 愛之味,2016/04/08,81.6
1218 泰山,2016/04/08,33.61
1219 福壽,2016/04/08,49.52
1220 台榮,2016/04/08,15.75
1225 福懋油,2016/04/08,12.27
1227 佳格,2016/04/08,23
1229 聯華,2016/04/08,12.8
1231 聯華食,2016/04/08,12.26
1232 大統益,2016/04/08,14
1233 天仁,2016/04/08,16.56
1234 黑松,2016/04/08,22.79
1235 興泰,2016/04/08,28.5
1236 宏亞,2016/04/08,21.86
1256 鮮活果汁-KY,2016/04/08,15.59
1702 南僑,2016/04/08,13.83
1737 臺鹽,2016/04/08,20.78
910322 康師傅-DR,2016/04/08,0
911616 杜康-DR,2016/04/08,0
1201 味全,2016/04/07,0
1203 味王,2016/04/07,19.2
1210 大成,2016/04/07,24.25
1213 大飲,2016/04/07,60.63
1215 卜蜂,2016/04/07,10.06
1216 統一,2016/04/07,22.26
1217 愛之味,2016/04/07,81.7
1218 泰山,2016/04/07,34.03
1219 福壽,2016/04/07,49.03
1220 台榮,2016/04/07,15.75
1225 福懋油,2016/04/07,12.2
1227 佳格,2016/04/07,22.68
1229 聯華,2016/04/07,12.77
1231 聯華食,2016/04/07,12.2
1232 大統益,2016/04/07,14
1233 天仁,2016/04/07,16.67
1234 黑松,2016/04/07,22.76
1235 興泰,2016/04/07,28.19
1236 宏亞,2016/04/07,21.81
1256 鮮活果汁-KY,2016/04/07,15.72
1702 南僑,2016/04/07,13.99
1737 臺鹽,2016/04/07,20.71
910322 康師傅-DR,2016/04/07,0
911616 杜康-DR,2016/04/07,0
1201 味全,2016/04/06,0
1203 味王,2016/04/06,19.24
1210 大成,2016/04/06,24.48
1213 大飲,2016/04/06,58.13
1215 卜蜂,2016/04/06,10.23
1216 統一,2016/04/06,22.42
1217 愛之味,2016/04/06,81
1218 泰山,2016/04/06,34.17
1219 福壽,2016/04/06,49.03
1220 台榮,2016/04/06,15.75
1225 福懋油,2016/04/06,12.27
1227 佳格,2016/04/06,22.8
1229 聯華,2016/04/06,12.67
1231 聯華食,2016/04/06,12.3
1232 大統益,2016/04/06,14.04
1233 天仁,2016/04/06,16.65
1234 黑松,2016/04/06,22.69
1235 興泰,2016/04/06,28
1236 宏亞,2016/04/06,21.91
1256 鮮活果汁-KY,2016/04/06,15.98
1702 南僑,2016/04/06,14.1
1737 臺鹽,2016/04/06,20.93
910322 康師傅-DR,2016/04/06,0
911616 杜康-DR,2016/04/06,0
1201 味全,2016/04/01,0
1203 味王,2016/04/01,19.29
1210 大成,2016/04/01,23.62
1213 大飲,2016/04/01,57.66
1215 卜蜂,2016/04/01,9.86
1216 統一,2016/04/01,22.5
1217 愛之味,2016/04/01,80.9
1218 泰山,2016/04/01,34.31
1219 福壽,2016/04/01,49.03
1220 台榮,2016/04/01,15.75
1225 福懋油,2016/04/01,12.27
1227 佳格,2016/04/01,22.77
1229 聯華,2016/04/01,12.77
1231 聯華食,2016/04/01,12.28
1232 大統益,2016/04/01,14
1233 天仁,2016/04/01,16.77
1234 黑松,2016/04/01,22.76
1235 興泰,2016/04/01,28.69
1236 宏亞,2016/04/01,22.02
1256 鮮活果汁-KY,2016/04/01,16.11
1702 南僑,2016/04/01,13.81
1737 臺鹽,2016/04/01,21.42
910322 康師傅-DR,2016/04/01,0
911616 杜康-DR,2016/04/01,0
1201 味全,2016/03/31,0
1203 味王,2016/03/31,19.24
1210 大成,2016/03/31,23.91
1213 大飲,2016/03/31,57.34
1215 卜蜂,2016/03/31,9.65
1216 統一,2016/03/31,22.78
1217 愛之味,2016/03/31,80.8
1218 泰山,2016/03/31,59.29
1219 福壽,2016/03/31,49.35
1220 台榮,2016/03/31,15.75
1225 福懋油,2016/03/31,12.18
1227 佳格,2016/03/31,23.75
1229 聯華,2016/03/31,12.13
1231 聯華食,2016/03/31,12.28
1232 大統益,2016/03/31,13.84
1233 天仁,2016/03/31,16.67
1234 黑松,2016/03/31,22.92
1235 興泰,2016/03/31,28.63
1236 宏亞,2016/03/31,22.18
1256 鮮活果汁-KY,2016/03/31,15.91
1702 南僑,2016/03/31,13.9
1737 臺鹽,2016/03/31,21.49
910322 康師傅-DR,2016/03/31,0
911616 杜康-DR,2016/03/31,0
1201 味全,2016/03/30,0
1203 味王,2016/03/30,13.1
1210 大成,2016/03/30,24.31
1213 大飲,2016/03/30,54.84
1215 卜蜂,2016/03/30,9.57
1216 統一,2016/03/30,22.7
1217 愛之味,2016/03/30,90.56
1218 泰山,2016/03/30,58.57
1219 福壽,2016/03/30,38.97
1220 台榮,2016/03/30,15.67
1225 福懋油,2016/03/30,41.07
1227 佳格,2016/03/30,22.59
1229 聯華,2016/03/30,12.16
1231 聯華食,2016/03/30,12.3
1232 大統益,2016/03/30,13.84
1233 天仁,2016/03/30,16.67
1234 黑松,2016/03/30,22.92
1235 興泰,2016/03/30,28.19
1236 宏亞,2016/03/30,21.86
1256 鮮活果汁-KY,2016/03/30,16.17
1702 南僑,2016/03/30,13.9
1737 臺鹽,2016/03/30,21.49
910322 康師傅-DR,2016/03/30,0
911616 杜康-DR,2016/03/30,0
1201 味全,2016/03/29,0
1203 味王,2016/03/29,13.22
1210 大成,2016/03/29,24.2
1213 大飲,2016/03/29,40.8
1215 卜蜂,2016/03/29,9.67
1216 統一,2016/03/29,22.16
1217 愛之味,2016/03/29,89.78
1218 泰山,2016/03/29,59.05
1219 福壽,2016/03/29,39.36
1220 台榮,2016/03/29,22.34
1225 福懋油,2016/03/29,42
1227 佳格,2016/03/29,22.56
1229 聯華,2016/03/29,11.89
1231 聯華食,2016/03/29,12.32
1232 大統益,2016/03/29,13.82
1233 天仁,2016/03/29,16.67
1234 黑松,2016/03/29,21.83
1235 興泰,2016/03/29,27.88
1236 宏亞,2016/03/29,21.81
1256 鮮活果汁-KY,2016/03/29,15.85
1702 南僑,2016/03/29,13.74
1737 臺鹽,2016/03/29,19.93
910322 康師傅-DR,2016/03/29,0
911616 杜康-DR,2016/03/29,0
1201 味全,2016/03/28,0
1203 味王,2016/03/28,13.22
1210 大成,2016/03/28,24.94
1213 大飲,2016/03/28,38.41
1215 卜蜂,2016/03/28,9.82
1216 統一,2016/03/28,22.63
1217 愛之味,2016/03/28,89.67
1218 泰山,2016/03/28,58.81
1219 福壽,2016/03/28,39.62
1220 台榮,2016/03/28,22.55
1225 福懋油,2016/03/28,42.53
1227 佳格,2016/03/28,23.24
1229 聯華,2016/03/28,11.98
1231 聯華食,2016/03/28,11.73
1232 大統益,2016/03/28,11.49
1233 天仁,2016/03/28,16.8
1234 黑松,2016/03/28,22.11
1235 興泰,2016/03/28,27.88
1236 宏亞,2016/03/28,22.13
1256 鮮活果汁-KY,2016/03/28,16.62
1702 南僑,2016/03/28,14.66
1737 臺鹽,2016/03/28,20.1
910322 康師傅-DR,2016/03/28,0
911616 杜康-DR,2016/03/28,0
1201 味全,2016/03/25,0
1203 味王,2016/03/25,13.4
1210 大成,2016/03/25,25.29
1213 大飲,2016/03/25,37.39
1215 卜蜂,2016/03/25,9.92
1216 統一,2016/03/25,22.31
1217 愛之味,2016/03/25,89.67
1218 泰山,2016/03/25,59.05
1219 福壽,2016/03/25,39.23
1220 台榮,2016/03/25,22.55
1225 福懋油,2016/03/25,41.73
1227 佳格,2016/03/25,23.9
1229 聯華,2016/03/25,11.92
1231 聯華食,2016/03/25,11.65
1232 大統益,2016/03/25,11.47
1233 天仁,2016/03/25,16.86
1234 黑松,2016/03/25,21.93
1235 興泰,2016/03/25,0
1236 宏亞,2016/03/25,22.13
1256 鮮活果汁-KY,2016/03/25,16.82
1702 南僑,2016/03/25,14.64
1737 臺鹽,2016/03/25,20.41
910322 康師傅-DR,2016/03/25,0
911616 杜康-DR,2016/03/25,0
1201 味全,2016/03/24,0
1203 味王,2016/03/24,13.8
1210 大成,2016/03/24,25.63
1213 大飲,2016/03/24,37.5
1215 卜蜂,2016/03/24,9.94
1216 統一,2016/03/24,22.59
1217 愛之味,2016/03/24,90.11
1218 泰山,2016/03/24,60.48
1219 福壽,2016/03/24,39.23
1220 台榮,2016/03/24,22.87
1225 福懋油,2016/03/24,41.53
1227 佳格,2016/03/24,24.17
1229 聯華,2016/03/24,11.98
1231 聯華食,2016/03/24,11.67
1232 大統益,2016/03/24,11.55
1233 天仁,2016/03/24,16.88
1234 黑松,2016/03/24,22.11
1235 興泰,2016/03/24,0
1236 宏亞,2016/03/24,21.97
1256 鮮活果汁-KY,2016/03/24,16.88
1702 南僑,2016/03/24,14.64
1737 臺鹽,2016/03/24,20.34
910322 康師傅-DR,2016/03/24,0
911616 杜康-DR,2016/03/24,0
1201 味全,2016/03/23,0
1203 味王,2016/03/23,13.8
1210 大成,2016/03/23,25.75
1213 大飲,2016/03/23,37.73
1215 卜蜂,2016/03/23,9.79
1216 統一,2016/03/23,22.94
1217 愛之味,2016/03/23,91.11
1218 泰山,2016/03/23,62.14
1219 福壽,2016/03/23,39.36
1220 台榮,2016/03/23,23.09
1225 福懋油,2016/03/23,40
1227 佳格,2016/03/23,24.82
1229 聯華,2016/03/23,11.92
1231 聯華食,2016/03/23,11.73
1232 大統益,2016/03/23,11.58
1233 天仁,2016/03/23,16.86
1234 黑松,2016/03/23,21.65
1235 興泰,2016/03/23,0
1236 宏亞,2016/03/23,21.91
1256 鮮活果汁-KY,2016/03/23,16.69
1702 南僑,2016/03/23,14.61
1737 臺鹽,2016/03/23,20.52
910322 康師傅-DR,2016/03/23,0
911616 杜康-DR,2016/03/23,0
1201 味全,2016/03/22,0
1203 味王,2016/03/22,13.87
1210 大成,2016/03/22,25.75
1213 大飲,2016/03/22,37.95
1215 卜蜂,2016/03/22,9.69
1216 統一,2016/03/22,22.75
1217 愛之味,2016/03/22,91.67
1218 泰山,2016/03/22,63.1
1219 福壽,2016/03/22,39.62
1220 台榮,2016/03/22,22.55
1225 福懋油,2016/03/22,43.07
1227 佳格,2016/03/22,24.49
1229 聯華,2016/03/22,11.98
1231 聯華食,2016/03/22,11.75
1232 大統益,2016/03/22,11.52
1233 天仁,2016/03/22,16.8
1234 黑松,2016/03/22,21.68
1235 興泰,2016/03/22,0
1236 宏亞,2016/03/22,21.86
1256 鮮活果汁-KY,2016/03/22,16.75
1702 南僑,2016/03/22,14.66
1737 臺鹽,2016/03/22,20.79
910322 康師傅-DR,2016/03/22,0
911616 杜康-DR,2016/03/22,0
1201 味全,2016/03/21,0
1203 味王,2016/03/21,13.83
1210 大成,2016/03/21,25.86
1213 大飲,2016/03/21,38.18
1215 卜蜂,2016/03/21,9.62
1216 統一,2016/03/21,22.67
1217 愛之味,2016/03/21,91.44
1218 泰山,2016/03/21,62.38
1219 福壽,2016/03/21,39.23
1220 台榮,2016/03/21,22.45
1225 福懋油,2016/03/21,44.4
1227 佳格,2016/03/21,24.82
1229 聯華,2016/03/21,11.92
1231 聯華食,2016/03/21,11.81
1232 大統益,2016/03/21,11.5
1233 天仁,2016/03/21,16.84
1234 黑松,2016/03/21,22.05
1235 興泰,2016/03/21,0
1236 宏亞,2016/03/21,22.02
1256 鮮活果汁-KY,2016/03/21,16.75
1702 南僑,2016/03/21,14.61
1737 臺鹽,2016/03/21,20.93
910322 康師傅-DR,2016/03/21,0
911616 杜康-DR,2016/03/21,0
1201 味全,2016/03/18,0
1203 味王,2016/03/18,13.93
1210 大成,2016/03/18,25.8
1213 大飲,2016/03/18,38.18
1215 卜蜂,2016/03/18,9.64
1216 統一,2016/03/18,22.94
1217 愛之味,2016/03/18,91.44
1218 泰山,2016/03/18,62.62
1219 福壽,2016/03/18,38.97
1220 台榮,2016/03/18,22.45
1225 福懋油,2016/03/18,41.6
1227 佳格,2016/03/18,24.94
1229 聯華,2016/03/18,11.77
1231 聯華食,2016/03/18,11.83
1232 大統益,2016/03/18,11.49
1233 天仁,2016/03/18,19.07
1234 黑松,2016/03/18,22.08
1235 興泰,2016/03/18,0
1236 宏亞,2016/03/18,22.23
1256 鮮活果汁-KY,2016/03/18,16.24
1702 南僑,2016/03/18,14.64
1737 臺鹽,2016/03/18,21.1
910322 康師傅-DR,2016/03/18,0
911616 杜康-DR,2016/03/18,0
1201 味全,2016/03/17,0
1203 味王,2016/03/17,13.83
1210 大成,2016/03/17,25.86
1213 大飲,2016/03/17,38.18
1215 卜蜂,2016/03/17,9.56
1216 統一,2016/03/17,22.78
1217 愛之味,2016/03/17,91.11
1218 泰山,2016/03/17,62.38
1219 福壽,2016/03/17,38.97
1220 台榮,2016/03/17,22.45
1225 福懋油,2016/03/17,41.07
1227 佳格,2016/03/17,24.76
1229 聯華,2016/03/17,12.07
1231 聯華食,2016/03/17,11.83
1232 大統益,2016/03/17,11.43
1233 天仁,2016/03/17,19.07
1234 黑松,2016/03/17,21.93
1235 興泰,2016/03/17,0
1236 宏亞,2016/03/17,22.23
1256 鮮活果汁-KY,2016/03/17,0
1702 南僑,2016/03/17,14.59
1737 臺鹽,2016/03/17,20.72
910322 康師傅-DR,2016/03/17,0
911616 杜康-DR,2016/03/17,0
1201 味全,2016/03/16,0
1203 味王,2016/03/16,13.9
1210 大成,2016/03/16,26.09
1213 大飲,2016/03/16,38.07
1215 卜蜂,2016/03/16,9.73
1216 統一,2016/03/16,22.35
1217 愛之味,2016/03/16,91.89
1218 泰山,2016/03/16,64.52
1219 福壽,2016/03/16,38.85
1220 台榮,2016/03/16,22.55
1225 福懋油,2016/03/16,40.47
1227 佳格,2016/03/16,24.4
1229 聯華,2016/03/16,12.04
1231 聯華食,2016/03/16,11.83
1232 大統益,2016/03/16,11.36
1233 天仁,2016/03/16,19.04
1234 黑松,2016/03/16,22.14
1235 興泰,2016/03/16,0
1236 宏亞,2016/03/16,22.34
1256 鮮活果汁-KY,2016/03/16,15.83
1702 南僑,2016/03/16,14.64
1737 臺鹽,2016/03/16,21.03
910322 康師傅-DR,2016/03/16,0
911616 杜康-DR,2016/03/16,0
1201 味全,2016/03/15,0
1203 味王,2016/03/15,13.9
1210 大成,2016/03/15,26.26
1213 大飲,2016/03/15,38.07
1215 卜蜂,2016/03/15,9.73
1216 統一,2016/03/15,22.55
1217 愛之味,2016/03/15,91.22
1218 泰山,2016/03/15,63.33
1219 福壽,2016/03/15,39.23
1220 台榮,2016/03/15,22.55
1225 福懋油,2016/03/15,40.07
1227 佳格,2016/03/15,24.26
1229 聯華,2016/03/15,11.98
1231 聯華食,2016/03/15,11.77
1232 大統益,2016/03/15,11.3
1233 天仁,2016/03/15,19.02
1234 黑松,2016/03/15,22.17
1235 興泰,2016/03/15,0
1236 宏亞,2016/03/15,22.55
1256 鮮活果汁-KY,2016/03/15,16.41
1702 南僑,2016/03/15,15.06
1737 臺鹽,2016/03/15,20.66
910322 康師傅-DR,2016/03/15,0
911616 杜康-DR,2016/03/15,0
1201 味全,2016/03/14,0
1203 味王,2016/03/14,13.9
1210 大成,2016/03/14,26.84
1213 大飲,2016/03/14,37.84
1215 卜蜂,2016/03/14,9.64
1216 統一,2016/03/14,22.27
1217 愛之味,2016/03/14,94.11
1218 泰山,2016/03/14,65.95
1219 福壽,2016/03/14,39.87
1220 台榮,2016/03/14,22.55
1225 福懋油,2016/03/14,39.93
1227 佳格,2016/03/14,24.32
1229 聯華,2016/03/14,12.01
1231 聯華食,2016/03/14,11.67
1232 大統益,2016/03/14,11.3
1233 天仁,2016/03/14,19.09
1234 黑松,2016/03/14,22.27
1235 興泰,2016/03/14,0
1236 宏亞,2016/03/14,22.45
1256 鮮活果汁-KY,2016/03/14,16.71
1702 南僑,2016/03/14,15.29
1737 臺鹽,2016/03/14,21.21
910322 康師傅-DR,2016/03/14,0
911616 杜康-DR,2016/03/14,0
1201 味全,2016/03/11,0
1203 味王,2016/03/11,13.9
1210 大成,2016/03/11,26.44
1213 大飲,2016/03/11,37.84
1215 卜蜂,2016/03/11,9.33
1216 統一,2016/03/11,22.43
1217 愛之味,2016/03/11,93.33
1218 泰山,2016/03/11,66.19
1219 福壽,2016/03/11,39.36
1220 台榮,2016/03/11,22.55
1225 福懋油,2016/03/11,39.8
1227 佳格,2016/03/11,24.29
1229 聯華,2016/03/11,11.92
1231 聯華食,2016/03/11,11.69
1232 大統益,2016/03/11,11.24
1233 天仁,2016/03/11,19.12
1234 黑松,2016/03/11,22.2
1235 興泰,2016/03/11,0
1236 宏亞,2016/03/11,22.45
1256 鮮活果汁-KY,2016/03/11,16.18
1702 南僑,2016/03/11,15.41
1737 臺鹽,2016/03/11,21.31
910322 康師傅-DR,2016/03/11,0
911616 杜康-DR,2016/03/11,0
1201 味全,2016/03/10,0
1203 味王,2016/03/10,13.87
1210 大成,2016/03/10,26.49
1213 大飲,2016/03/10,37.27
1215 卜蜂,2016/03/10,9.26
1216 統一,2016/03/10,22.55
1217 愛之味,2016/03/10,94.78
1218 泰山,2016/03/10,68.1
1219 福壽,2016/03/10,39.36
1220 台榮,2016/03/10,22.66
1225 福懋油,2016/03/10,39.8
1227 佳格,2016/03/10,24.35
1229 聯華,2016/03/10,11.86
1231 聯華食,2016/03/10,11.73
1232 大統益,2016/03/10,11.15
1233 天仁,2016/03/10,19.41
1234 黑松,2016/03/10,21.99
1235 興泰,2016/03/10,0
1236 宏亞,2016/03/10,22.34
1256 鮮活果汁-KY,2016/03/10,15.94
1702 南僑,2016/03/10,15.25
1737 臺鹽,2016/03/10,21.55
910322 康師傅-DR,2016/03/10,0
911616 杜康-DR,2016/03/10,0
1201 味全,2016/03/09,0
1203 味王,2016/03/09,13.99
1210 大成,2016/03/09,26.21
1213 大飲,2016/03/09,37.05
1215 卜蜂,2016/03/09,9.14
1216 統一,2016/03/09,22.35
1217 愛之味,2016/03/09,92.56
1218 泰山,2016/03/09,61.9
1219 福壽,2016/03/09,39.49
1220 台榮,2016/03/09,22.77
1225 福懋油,2016/03/09,38.53
1227 佳格,2016/03/09,24.4
1229 聯華,2016/03/09,11.86
1231 聯華食,2016/03/09,11.81
1232 大統益,2016/03/09,11.15
1233 天仁,2016/03/09,19.09
1234 黑松,2016/03/09,22.14
1235 興泰,2016/03/09,0
1236 宏亞,2016/03/09,22.34
1256 鮮活果汁-KY,2016/03/09,16.06
1702 南僑,2016/03/09,15.41
1737 臺鹽,2016/03/09,21.69
910322 康師傅-DR,2016/03/09,0
911616 杜康-DR,2016/03/09,0
1201 味全,2016/03/08,0
1203 味王,2016/03/08,13.99
1210 大成,2016/03/08,26.32
1213 大飲,2016/03/08,37.05
1215 卜蜂,2016/03/08,9.05
1216 統一,2016/03/08,22.55
1217 愛之味,2016/03/08,93.22
1218 泰山,2016/03/08,61.9
1219 福壽,2016/03/08,39.1
1220 台榮,2016/03/08,22.66
1225 福懋油,2016/03/08,38.2
1227 佳格,2016/03/08,24.29
1229 聯華,2016/03/08,11.92
1231 聯華食,2016/03/08,11.75
1232 大統益,2016/03/08,11.2
1233 天仁,2016/03/08,19.31
1234 黑松,2016/03/08,22.27
1235 興泰,2016/03/08,0
1236 宏亞,2016/03/08,22.34
1256 鮮活果汁-KY,2016/03/08,16.3
1702 南僑,2016/03/08,15.41
1737 臺鹽,2016/03/08,21.55
910322 康師傅-DR,2016/03/08,0
911616 杜康-DR,2016/03/08,0
1201 味全,2016/03/07,0
1203 味王,2016/03/07,13.99
1210 大成,2016/03/07,26.32
1213 大飲,2016/03/07,37.05
1215 卜蜂,2016/03/07,9.01
1216 統一,2016/03/07,22.51
1217 愛之味,2016/03/07,92.56
1218 泰山,2016/03/07,61.9
1219 福壽,2016/03/07,38.97
1220 台榮,2016/03/07,22.66
1225 福懋油,2016/03/07,37.93
1227 佳格,2016/03/07,25.15
1229 聯華,2016/03/07,11.86
1231 聯華食,2016/03/07,12
1232 大統益,2016/03/07,11.24
1233 天仁,2016/03/07,19.41
1234 黑松,2016/03/07,22.36
1235 興泰,2016/03/07,0
1236 宏亞,2016/03/07,22.5
1256 鮮活果汁-KY,2016/03/07,16.59
1702 南僑,2016/03/07,15.65
1737 臺鹽,2016/03/07,22.1
910322 康師傅-DR,2016/03/07,0
911616 杜康-DR,2016/03/07,0
1201 味全,2016/03/04,0
1203 味王,2016/03/04,14.2
1210 大成,2016/03/04,26.03
1213 大飲,2016/03/04,37.05
1215 卜蜂,2016/03/04,8.93
1216 統一,2016/03/04,22.24
1217 愛之味,2016/03/04,92.78
1218 泰山,2016/03/04,61.9
1219 福壽,2016/03/04,39.62
1220 台榮,2016/03/04,22.55
1225 福懋油,2016/03/04,38.13
1227 佳格,2016/03/04,24.94
1229 聯華,2016/03/04,11.83
1231 聯華食,2016/03/04,11.67
1232 大統益,2016/03/04,11.15
1233 天仁,2016/03/04,19.07
1234 黑松,2016/03/04,22.05
1235 興泰,2016/03/04,0
1236 宏亞,2016/03/04,22.55
1256 鮮活果汁-KY,2016/03/04,16.76
1702 南僑,2016/03/04,15.53
1737 臺鹽,2016/03/04,21.52
910322 康師傅-DR,2016/03/04,0
911616 杜康-DR,2016/03/04,0
1201 味全,2016/03/03,0
1203 味王,2016/03/03,13.9
1210 大成,2016/03/03,26.21
1213 大飲,2016/03/03,36.82
1215 卜蜂,2016/03/03,8.91
1216 統一,2016/03/03,22.31
1217 愛之味,2016/03/03,92.11
1218 泰山,2016/03/03,60.24
1219 福壽,2016/03/03,40
1220 台榮,2016/03/03,22.55
1225 福懋油,2016/03/03,37.2
1227 佳格,2016/03/03,24.94
1229 聯華,2016/03/03,11.8
1231 聯華食,2016/03/03,11.51
1232 大統益,2016/03/03,11.07
1233 天仁,2016/03/03,18.87
1234 黑松,2016/03/03,21.86
1235 興泰,2016/03/03,0
1236 宏亞,2016/03/03,22.66
1256 鮮活果汁-KY,2016/03/03,16.65
1702 南僑,2016/03/03,15.55
1737 臺鹽,2016/03/03,21.03
910322 康師傅-DR,2016/03/03,0
911616 杜康-DR,2016/03/03,0
1201 味全,2016/03/02,0
1203 味王,2016/03/02,13.93
1210 大成,2016/03/02,25.52
1213 大飲,2016/03/02,36.7
1215 卜蜂,2016/03/02,8.74
1216 統一,2016/03/02,22.16
1217 愛之味,2016/03/02,91.33
1218 泰山,2016/03/02,59.52
1219 福壽,2016/03/02,37.44
1220 台榮,2016/03/02,22.55
1225 福懋油,2016/03/02,36.8
1227 佳格,2016/03/02,24.85
1229 聯華,2016/03/02,11.83
1231 聯華食,2016/03/02,11.49
1232 大統益,2016/03/02,11.14
1233 天仁,2016/03/02,18.87
1234 黑松,2016/03/02,22.36
1235 興泰,2016/03/02,0
1236 宏亞,2016/03/02,22.5
1256 鮮活果汁-KY,2016/03/02,17
1702 南僑,2016/03/02,15.41
1737 臺鹽,2016/03/02,21.14
910322 康師傅-DR,2016/03/02,0
911616 杜康-DR,2016/03/02,0
1201 味全,2016/03/01,0
1203 味王,2016/03/01,13.8
1210 大成,2016/03/01,25.4
1213 大飲,2016/03/01,36.48
1215 卜蜂,2016/03/01,8.76
1216 統一,2016/03/01,22.43
1217 愛之味,2016/03/01,91.22
1218 泰山,2016/03/01,58.1
1219 福壽,2016/03/01,37.69
1220 台榮,2016/03/01,22.55
1225 福懋油,2016/03/01,36.8
1227 佳格,2016/03/01,24.76
1229 聯華,2016/03/01,11.74
1231 聯華食,2016/03/01,11.53
1232 大統益,2016/03/01,11.09
1233 天仁,2016/03/01,18.68
1234 黑松,2016/03/01,22.61
1235 興泰,2016/03/01,0
1236 宏亞,2016/03/01,22.5
1256 鮮活果汁-KY,2016/03/01,17.06
1702 南僑,2016/03/01,15.29
1737 臺鹽,2016/03/01,21.31
910322 康師傅-DR,2016/03/01,0
911616 杜康-DR,2016/03/01,0
1201 味全,2016/02/26,0
1203 味王,2016/02/26,13.68
1210 大成,2016/02/26,25.46
1213 大飲,2016/02/26,36.59
1215 卜蜂,2016/02/26,8.7
1216 統一,2016/02/26,22.47
1217 愛之味,2016/02/26,91.67
1218 泰山,2016/02/26,57.86
1219 福壽,2016/02/26,37.56
1220 台榮,2016/02/26,22.55
1225 福懋油,2016/02/26,36.13
1227 佳格,2016/02/26,24.58
1229 聯華,2016/02/26,11.59
1231 聯華食,2016/02/26,11.61
1232 大統益,2016/02/26,10.96
1233 天仁,2016/02/26,18.63
1234 黑松,2016/02/26,22.36
1235 興泰,2016/02/26,0
1236 宏亞,2016/02/26,22.77
1256 鮮活果汁-KY,2016/02/26,16.59
1702 南僑,2016/02/26,15.25
1737 臺鹽,2016/02/26,21.38
910322 康師傅-DR,2016/02/26,0
911616 杜康-DR,2016/02/26,0
1201 味全,2016/02/25,0
1203 味王,2016/02/25,13.71
1210 大成,2016/02/25,25.29
1213 大飲,2016/02/25,36.82
1215 卜蜂,2016/02/25,8.7
1216 統一,2016/02/25,22.12
1217 愛之味,2016/02/25,91.44
1218 泰山,2016/02/25,58.1
1219 福壽,2016/02/25,37.56
1220 台榮,2016/02/25,22.45
1225 福懋油,2016/02/25,36.4
1227 佳格,2016/02/25,24.76
1229 聯華,2016/02/25,11.44
1231 聯華食,2016/02/25,11.63
1232 大統益,2016/02/25,10.95
1233 天仁,2016/02/25,18.58
1234 黑松,2016/02/25,21.83
1235 興泰,2016/02/25,0
1236 宏亞,2016/02/25,22.45
1256 鮮活果汁-KY,2016/02/25,15.12
1702 南僑,2016/02/25,15.08
1737 臺鹽,2016/02/25,20.62
910322 康師傅-DR,2016/02/25,0
911616 杜康-DR,2016/02/25,0
1201 味全,2016/02/24,0
1203 味王,2016/02/24,13.68
